Source,Target,Weight,typeTrans,fraud
'C167330970','M348934600',38.06,'es_transportation',0
'C268686998','M1823072687',11.49,'es_transportation',0
'C916497516','M348934600',3.08,'es_transportation',0
'C1095821033','M348934600',7.16,'es_transportation',0
'C449262890','M1823072687',14.16,'es_transportation',0
'C402994775','M1294758098',300.35,'es_leisure',1
'C553434543','M1294758098',318.12,'es_leisure',1
'C353985741','M1053599405',183.17,'es_health',0
'C459123820','M348934600',32.57,'es_transportation',0
'C1114643543','M348934600',17.03,'es_transportation',0
'C620542168','M348934600',24.42,'es_transportation',0
'C260840933','M348934600',21.66,'es_transportation',0
'C965421722','M2122776122',987.86,'es_home',1
'C1338396147','M2122776122',430.29,'es_home',1
'C362857866','M348934600',27.09,'es_transportation',0
'C484268062','M348934600',49.16,'es_transportation',0
'C484268062','M1823072687',63.98,'es_transportation',0
'C96508773','M348934600',36.31,'es_transportation',0
'C574852748','M348934600',38.1,'es_transportation',0
'C970704037','M348934600',42.29,'es_transportation',0
'C1127069069','M348934600',19.28,'es_transportation',0
'C199512926','M1842530320',170.12,'es_tech',0
'C1810630647','M1823072687',10.49,'es_transportation',0
'C118437987','M1823072687',12.53,'es_transportation',0
'C1788358708','M348934600',7.43,'es_transportation',0
'C620551378','M348934600',11.85,'es_transportation',0
'C77415586','M348934600',69.43,'es_transportation',0
'C1370192017','M1823072687',26.0,'es_transportation',0
'C1612798177','M1600850729',101.63,'es_fashion',0
'C42779194','M348934600',27.57,'es_transportation',0
'C551080865','M348934600',4.14,'es_transportation',0
'C1129737137','M348934600',17.86,'es_transportation',0
'C1340235335','M348934600',37.97,'es_transportation',0
'C450548035','M348934600',36.23,'es_transportation',0
'C1629765833','M348934600',32.76,'es_transportation',0
'C658256470','M348934600',12.36,'es_transportation',0
'C1095087737','M348934600',12.97,'es_transportation',0
'C1576250855','M348934600',25.99,'es_transportation',0
'C1264836741','M348934600',25.9,'es_transportation',0
'C51444479','M348934600',31.94,'es_transportation',0
'C186769596','M348934600',2.02,'es_transportation',0
'C746862122','M348934600',33.48,'es_transportation',0
'C1156672988','M348934600',11.2,'es_transportation',0
'C1928637369','M1823072687',18.5,'es_transportation',0
'C1156346576','M348934600',13.13,'es_transportation',0
'C1587738251','M1823072687',33.97,'es_transportation',0
'C171977183','M348934600',35.55,'es_transportation',0
'C2054233026','M348934600',24.32,'es_transportation',0
'C576453501','M1823072687',17.53,'es_transportation',0
'C194016923','M348934600',5.15,'es_transportation',0
'C744859144','M1946091778',26.15,'es_wellnessandbeauty',0
'C95715318','M1823072687',10.02,'es_transportation',0
'C360019679','M348934600',53.93,'es_transportation',0
'C1051712338','M348934600',38.09,'es_transportation',0
'C2134399963','M348934600',56.21,'es_transportation',0
'C1911281701','M348934600',7.34,'es_transportation',0
'C1091680547','M1823072687',7.86,'es_transportation',0
'C1125832994','M348934600',3.22,'es_transportation',0
'C763681944','M348934600',46.06,'es_transportation',0
'C161101673','M1823072687',74.49,'es_transportation',0
'C53497422','M1535107174',57.67,'es_wellnessandbeauty',0
'C1028143403','M348934600',5.56,'es_transportation',0
'C835284421','M1535107174',17.95,'es_wellnessandbeauty',0
'C883419967','M348934600',9.61,'es_transportation',0
'C401828466','M348934600',1.6,'es_transportation',0
'C1869142879','M348934600',45.37,'es_transportation',0
'C1088768738','M348934600',32.89,'es_transportation',0
'C545840720','M348934600',13.92,'es_transportation',0
'C32640811','M348934600',45.08,'es_transportation',0
'C1303555047','M348934600',10.69,'es_transportation',0
'C1156188729','M348934600',16.51,'es_transportation',0
'C1368070837','M348934600',17.37,'es_transportation',0
'C1486961552','M1823072687',71.47,'es_transportation',0
'C1373640509','M1823072687',3.51,'es_transportation',0
'C1641760998','M348934600',10.2,'es_transportation',0
'C858011639','M1823072687',31.13,'es_transportation',0
'C2080088206','M1823072687',23.71,'es_transportation',0
'C653835530','M348934600',40.31,'es_transportation',0
'C1710930627','M85975013',48.85,'es_food',0
'C1285086629','M1888755466',66.23,'es_otherservices',0
'C1990073844','M1823072687',29.02,'es_transportation',0
'C2018553540','M348934600',23.49,'es_transportation',0
'C741680636','M348934600',69.59,'es_transportation',0
'C744245203','M1600850729',126.7,'es_fashion',0
'C1149179033','M151143676',40.07,'es_barsandrestaurants',0
'C1087747329','M348934600',0.49,'es_transportation',0
'C883803148','M348934600',8.44,'es_transportation',0
'C76780537','M348934600',5.2,'es_transportation',0
'C169255115','M348934600',31.09,'es_transportation',0
'C1643168823','M1823072687',32.75,'es_transportation',0
'C1767734624','M348934600',27.1,'es_transportation',0
'C440111595','M1823072687',16.71,'es_transportation',0
'C1305339250','M1823072687',37.32,'es_transportation',0
'C1959541246','M348934600',26.8,'es_transportation',0
'C1054818236','M1823072687',11.89,'es_transportation',0
'C1349086787','M348934600',28.37,'es_transportation',0
'C1769470125','M348934600',5.63,'es_transportation',0
'C859628493','M348934600',47.66,'es_transportation',0
'C1355509614','M1823072687',20.6,'es_transportation',0
'C1295945354','M1823072687',16.65,'es_transportation',0
'C1133451243','M1823072687',49.93,'es_transportation',0
'C914000857','M348934600',30.35,'es_transportation',0
'C573104116','M348934600',12.12,'es_transportation',0
'C1923945958','M348934600',14.68,'es_transportation',0
'C198230909','M348934600',40.19,'es_transportation',0
'C1135867657','M1823072687',8.43,'es_transportation',0
'C236106052','M1823072687',48.15,'es_transportation',0
'C1127983201','M1600850729',22.38,'es_fashion',0
'C719449879','M1823072687',39.77,'es_transportation',0
'C477542874','M348934600',31.75,'es_transportation',0
'C510934446','M1823072687',2.57,'es_transportation',0
'C836424975','M1823072687',66.62,'es_transportation',0
'C1819751403','M348934600',5.36,'es_transportation',0
'C1355273346','M348934600',20.97,'es_transportation',0
'C377075708','M1823072687',11.11,'es_transportation',0
'C1421601814','M1823072687',41.38,'es_transportation',0
'C1780824451','M348934600',50.88,'es_transportation',0
'C1838681949','M1823072687',55.0,'es_transportation',0
'C969284083','M348934600',5.04,'es_transportation',0
'C1703648667','M348934600',38.85,'es_transportation',0
'C126638730','M480139044',702.72,'es_health',1
'C211657450','M480139044',1083.7,'es_health',1
'C907777350','M348934600',37.08,'es_transportation',0
'C1195893546','M348934600',11.5,'es_transportation',0
'C1469453217','M348934600',5.24,'es_transportation',0
'C1355010178','M1823072687',26.92,'es_transportation',0
'C1225533078','M348934600',11.04,'es_transportation',0
'C731767226','M348934600',36.64,'es_transportation',0
'C1820855004','M348934600',19.3,'es_transportation',0
'C677561666','M1600850729',3.11,'es_fashion',0
'C159913055','M1823072687',25.34,'es_transportation',0
'C131915922','M1823072687',12.6,'es_transportation',0
'C964635168','M348934600',16.92,'es_transportation',0
'C1591152121','M1823072687',47.88,'es_transportation',0
'C25759288','M348934600',9.36,'es_transportation',0
'C121713128','M1823072687',20.64,'es_transportation',0
'C1872660217','M1823072687',33.39,'es_transportation',0
'C297351696','M348934600',37.07,'es_transportation',0
'C2054744914','M1823072687',31.81,'es_transportation',0
'C191366309','M1823072687',45.98,'es_transportation',0
'C1267749701','M348934600',5.02,'es_transportation',0
'C914243510','M348934600',18.94,'es_transportation',0
'C1171622243','M348934600',32.02,'es_transportation',0
'C359668643','M348934600',9.62,'es_transportation',0
'C1791524453','M348934600',33.24,'es_transportation',0
'C359628860','M348934600',36.44,'es_transportation',0
'C1155962240','M348934600',30.19,'es_transportation',0
'C1681976106','M151143676',60.91,'es_barsandrestaurants',0
'C1331907286','M348934600',1.03,'es_transportation',0
'C976209265','M151143676',1.31,'es_barsandrestaurants',0
'C1136859577','M348934600',54.99,'es_transportation',0
'C936853935','M1823072687',4.04,'es_transportation',0
'C2027052970','M348934600',2.1,'es_transportation',0
'C200882642','M480139044',1.42,'es_health',0
'C142251484','M348934600',6.64,'es_transportation',0
'C1510459992','M348934600',34.76,'es_transportation',0
'C1675884425','M348934600',15.88,'es_transportation',0
'C1890250226','M348934600',38.44,'es_transportation',0
'C1566647188','M209847108',50.66,'es_wellnessandbeauty',0
'C1192874833','M1823072687',4.17,'es_transportation',0
'C1067165398','M348934600',15.61,'es_transportation',0
'C225675370','M1823072687',29.87,'es_transportation',0
'C1711699171','M85975013',35.45,'es_food',0
'C1377339988','M348934600',61.19,'es_transportation',0
'C2074365962','M348934600',11.58,'es_transportation',0
'C1535613790','M1823072687',58.32,'es_transportation',0
'C208514238','M840466850',112.26,'es_tech',0
'C695481887','M348934600',21.58,'es_transportation',0
'C682298914','M348934600',19.29,'es_transportation',0
'C344209010','M348934600',28.75,'es_transportation',0
'C133432771','M348934600',29.01,'es_transportation',0
'C181111540','M348934600',40.23,'es_transportation',0
'C845102514','M1823072687',24.08,'es_transportation',0
'C1102464953','M348934600',24.68,'es_transportation',0
'C851731350','M348934600',23.89,'es_transportation',0
'C1143300850','M348934600',45.75,'es_transportation',0
'C1554849332','M348934600',26.93,'es_transportation',0
'C1554849332','M1823072687',49.31,'es_transportation',0
'C1940951230','M1872033263',35.4,'es_home',0
'C203802515','M1823072687',0.31,'es_transportation',0
'C1956971543','M151143676',6.31,'es_barsandrestaurants',0
'C135434041','M348934600',2.49,'es_transportation',0
'C1791903269','M348934600',0.25,'es_transportation',0
'C509362814','M348934600',1.15,'es_transportation',0
'C1482560016','M348934600',14.54,'es_transportation',0
'C757950779','M348934600',32.82,'es_transportation',0
'C1597289593','M348934600',48.19,'es_transportation',0
'C1385406679','M348934600',51.92,'es_transportation',0
'C1701338775','M348934600',9.5,'es_transportation',0
'C297347471','M348934600',22.02,'es_transportation',0
'C956700475','M855959430',59.26,'es_hyper',0
'C1542180842','M1823072687',24.76,'es_transportation',0
'C894204131','M480139044',580.99,'es_health',1
'C1931900243','M480139044',290.15,'es_health',1
'C1117294574','M85975013',68.83,'es_food',0
'C1387070447','M348934600',27.3,'es_transportation',0
'C1228152586','M348934600',8.85,'es_transportation',0
'C643323409','M1823072687',51.91,'es_transportation',0
'C1262879702','M1823072687',54.55,'es_transportation',0
'C332611573','M348934600',9.66,'es_transportation',0
'C1186894186','M348934600',40.37,'es_transportation',0
'C647089636','M1352454843',24.15,'es_hotelservices',0
'C386332652','M348934600',1.45,'es_transportation',0
'C1969942970','M348934600',20.51,'es_transportation',0
'C2129964241','M348934600',20.56,'es_transportation',0
'C725705195','M85975013',17.65,'es_food',0
'C834739424','M1823072687',61.05,'es_transportation',0
'C1360225709','M1823072687',29.26,'es_transportation',0
'C866263389','M349281107',49.36,'es_fashion',0
'C1988407051','M348934600',3.12,'es_transportation',0
'C369805136','M348934600',5.34,'es_transportation',0
'C1646298550','M348934600',30.37,'es_transportation',0
'C1728647108','M348934600',21.71,'es_transportation',0
'C1798653291','M348934600',44.68,'es_transportation',0
'C696052681','M348934600',16.2,'es_transportation',0
'C1999090638','M348934600',24.01,'es_transportation',0
'C474894075','M855959430',70.6,'es_hyper',0
'C1137292670','M348934600',10.93,'es_transportation',0
'C2075699398','M1600850729',76.35,'es_fashion',0
'C956414645','M348934600',22.98,'es_transportation',0
'C2126436338','M855959430',36.77,'es_hyper',0
'C1928005021','M348934600',15.12,'es_transportation',0
'C1476138873','M348934600',41.74,'es_transportation',0
'C297745197','M348934600',41.96,'es_transportation',0
'C855978131','M85975013',34.61,'es_food',0
'C93241312','M1198415165',14.11,'es_wellnessandbeauty',0
'C50049566','M1823072687',20.16,'es_transportation',0
'C727658706','M348934600',9.03,'es_transportation',0
'C1837295173','M85975013',36.36,'es_food',0
'C333185464','M348934600',33.66,'es_transportation',0
'C24198147','M348934600',39.4,'es_transportation',0
'C469767739','M348934600',6.76,'es_transportation',0
'C892377311','M1823072687',4.14,'es_transportation',0
'C651594350','M1352454843',64.32,'es_hotelservices',0
'C1164613439','M1823072687',27.28,'es_transportation',0
'C2014169866','M1823072687',38.39,'es_transportation',0
'C1816813783','M348934600',15.42,'es_transportation',0
'C1392385769','M151143676',28.95,'es_barsandrestaurants',0
'C1030975170','M348934600',21.61,'es_transportation',0
'C1784864427','M1600850729',73.17,'es_fashion',0
'C1634901253','M1823072687',25.77,'es_transportation',0
'C351880818','M348934600',33.12,'es_transportation',0
'C1744098311','M348934600',40.96,'es_transportation',0
'C1347371891','M348934600',16.43,'es_transportation',0
'C1152092987','M348934600',4.11,'es_transportation',0
'C856318696','M348934600',55.55,'es_transportation',0
'C1651395634','M209847108',69.57,'es_wellnessandbeauty',0
'C779872024','M1823072687',43.55,'es_transportation',0
'C123623130','M348934600',51.94,'es_transportation',0
'C1005495267','M348934600',37.85,'es_transportation',0
'C911078435','M348934600',30.42,'es_transportation',0
'C369046885','M348934600',42.84,'es_transportation',0
'C1289081546','M348934600',5.98,'es_transportation',0
'C277720476','M85975013',35.25,'es_food',0
'C656851338','M348934600',24.69,'es_transportation',0
'C1781924994','M1823072687',5.08,'es_transportation',0
'C1895811684','M1823072687',27.57,'es_transportation',0
'C1126112663','M348934600',48.86,'es_transportation',0
'C1853277977','M348934600',1.89,'es_transportation',0
'C1275741147','M348934600',20.8,'es_transportation',0
'C1204780618','M1888755466',65.24,'es_otherservices',0
'C74848504','M1823072687',25.61,'es_transportation',0
'C1141524074','M1823072687',17.4,'es_transportation',0
'C180936571','M855959430',95.66,'es_hyper',0
'C1095604325','M348934600',57.11,'es_transportation',0
'C433481742','M348934600',34.62,'es_transportation',0
'C1700159150','M348934600',16.93,'es_transportation',0
'C1214929092','M692898500',81.26,'es_health',0
'C1598762673','M1946091778',25.46,'es_wellnessandbeauty',0
'C713872230','M1823072687',49.29,'es_transportation',0
'C943088790','M1823072687',56.79,'es_transportation',0
'C1707421914','M1872033263',29.72,'es_home',0
'C517412999','M348934600',52.83,'es_transportation',0
'C1004300450','M348934600',17.56,'es_transportation',0
'C897057254','M348934600',34.35,'es_transportation',0
'C1077245673','M348934600',29.69,'es_transportation',0
'C1098443227','M209847108',139.91,'es_wellnessandbeauty',0
'C1818021493','M348934600',27.43,'es_transportation',0
